Conversion Type,% Chance of Failure
"New Religion: DrownedGodII, Current Religion: Old Gods, Population: 150000, Control: 100, Own Province: True",13.52
"New Religion: DrownedGodII, Current Religion: Old Gods, Population: 150000, Control: 100, Own Province: False",73.52
"New Religion: DrownedGodII, Current Religion: Old Gods, Population: 200000, Control: 85, Own Province: True",59.94
"New Religion: DrownedGodII, Current Religion: Old Gods, Population: 200000, Control: 85, Own Province: False",61.5
"New Religion: DrownedGodII, Current Religion: Old Gods, Population: 200000, Control: 90, Own Province: True",49.23
"New Religion: DrownedGodII, Current Religion: Old Gods, Population: 200000, Control: 90, Own Province: False",74.73
"New Religion: DrownedGodII, Current Religion: Old Gods, Population: 200000, Control: 95, Own Province: True",35.61
"New Religion: DrownedGodII, Current Religion: Old Gods, Population: 200000, Control: 95, Own Province: False",74.61
"New Religion: DrownedGodII, Current Religion: Old Gods, Population: 200000, Control: 100, Own Province: True",23.7
"New Religion: DrownedGodII, Current Religion: Old Gods, Population: 200000, Control: 100, Own Province: False",73.54
"New Religion: DrownedGodII, Current Religion: Old Gods, Population: 250000, Control: 85, Own Province: True",73.85
"New Religion: DrownedGodII, Current Religion: Old Gods, Population: 250000, Control: 85, Own Province: False",74.46
"New Religion: DrownedGodII, Current Religion: Old Gods, Population: 250000, Control: 90, Own Province: True",61.17
"New Religion: DrownedGodII, Current Religion: Old Gods, Population: 250000, Control: 90, Own Province: False",73.59
"New Religion: DrownedGodII, Current Religion: Old Gods, Population: 250000, Control: 95, Own Province: True",47.62
"New Religion: DrownedGodII, Current Religion: Old Gods, Population: 250000, Control: 95, Own Province: False",74.31
"New Religion: DrownedGodII, Current Religion: Old Gods, Population: 250000, Control: 100, Own Province: True",35.62
"New Religion: DrownedGodII, Current Religion: Old Gods, Population: 250000, Control: 100, Own Province: False",74.34
"New Religion: DrownedGodII, Current Religion: Old Gods, Population: 300000, Control: 85, Own Province: True",74.97
"New Religion: DrownedGodII, Current Religion: Old Gods, Population: 300000, Control: 85, Own Province: False",73.85
"New Religion: DrownedGodII, Current Religion: Old Gods, Population: 300000, Control: 90, Own Province: True",73.05
"New Religion: DrownedGodII, Current Religion: Old Gods, Population: 300000, Control: 90, Own Province: False",74.03
"New Religion: DrownedGodII, Current Religion: Old Gods, Population: 300000, Control: 95, Own Province: True",60.9
"New Religion: DrownedGodII, Current Religion: Old Gods, Population: 300000, Control: 95, Own Province: False",73.61
"New Religion: DrownedGodII, Current Religion: Old Gods, Population: 300000, Control: 100, Own Province: True",48.14
"New Religion: DrownedGodII, Current Religion: Old Gods, Population: 300000, Control: 100, Own Province: False",73.8
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 1000, Control: 85, Own Province: True",23.42
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 1000, Control: 85, Own Province: False",24.22
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 1000, Control: 90, Own Province: True",14.27
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 1000, Control: 90, Own Province: False",34.96
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 1000, Control: 95, Own Province: True",6.24
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 1000, Control: 95, Own Province: False",47.69
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 1000, Control: 100, Own Province: True",0.0
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 1000, Control: 100, Own Province: False",61.84
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 50000, Control: 85, Own Province: True",35.15
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 50000, Control: 85, Own Province: False",34.93
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 50000, Control: 90, Own Province: True",23.01
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 50000, Control: 90, Own Province: False",46.79
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 50000, Control: 95, Own Province: True",14.7
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 50000, Control: 95, Own Province: False",60.96
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 50000, Control: 100, Own Province: True",6.49
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 50000, Control: 100, Own Province: False",73.13
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 100000, Control: 85, Own Province: True",47.92
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 100000, Control: 85, Own Province: False",48.2
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 100000, Control: 90, Own Province: True",34.64
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 100000, Control: 90, Own Province: False",61.54
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 100000, Control: 95, Own Province: True",23.32
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 100000, Control: 95, Own Province: False",74.23
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 100000, Control: 100, Own Province: True",13.44
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 100000, Control: 100, Own Province: False",73.95
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 150000, Control: 85, Own Province: True",62.22
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 150000, Control: 85, Own Province: False",61.31
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 150000, Control: 90, Own Province: True",48.54
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 150000, Control: 90, Own Province: False",74.11
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 150000, Control: 95, Own Province: True",36.37
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 150000, Control: 95, Own Province: False",74.31
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 150000, Control: 100, Own Province: True",24.6
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 150000, Control: 100, Own Province: False",74.53
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 200000, Control: 85, Own Province: True",73.52
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 200000, Control: 85, Own Province: False",74.27
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 200000, Control: 90, Own Province: True",61.54
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 200000, Control: 90, Own Province: False",73.58
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 200000, Control: 95, Own Province: True",48.31
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 200000, Control: 95, Own Province: False",73.72
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 200000, Control: 100, Own Province: True",34.38
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 200000, Control: 100, Own Province: False",74.11
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 250000, Control: 85, Own Province: True",74.01
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 250000, Control: 85, Own Province: False",74.21
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 250000, Control: 90, Own Province: True",74.17
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 250000, Control: 90, Own Province: False",73.76
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 250000, Control: 95, Own Province: True",60.99
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 250000, Control: 95, Own Province: False",73.43
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 250000, Control: 100, Own Province: True",48.21
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 250000, Control: 100, Own Province: False",74.56
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 300000, Control: 85, Own Province: True",73.99
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 300000, Control: 85, Own Province: False",74.18
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 300000, Control: 90, Own Province: True",73.74
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 300000, Control: 90, Own Province: False",74.09
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 300000, Control: 95, Own Province: True",73.56
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 300000, Control: 95, Own Province: False",73.91
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 300000, Control: 100, Own Province: True",61.62
"New Religion: DrownedGodII, Current Religion: Skagosi Old Gods, Population: 300000, Control: 100, Own Province: False",73.89
"New Religion: DrownedGodII, Current Religion: DrownedGod, Population: 1000, Control: 85, Own Province: True",36.0
"New Religion: DrownedGodII, Current Religion: DrownedGod, Population: 1000, Control: 85, Own Province: False",35.36
"New Religion: DrownedGodII, Current Religion: DrownedGod, Population: 1000, Control: 90, Own Province: True",23.66
"New Religion: DrownedGodII, Current Religion: DrownedGod, Population: 1000, Control: 90, Own Province: False",47.78
"New Religion: DrownedGodII, Current Religion: DrownedGod, Population: 1000, Control: 95, Own Province: True",13.38
"New Religion: DrownedGodII, Current Religion: DrownedGod, Population: 1000, Control: 95, Own Province: False",61.28
"New Religion: DrownedGodII, Current Religion: DrownedGod, Population: 1000, Control: 100, Own Province: True",6.35
"New Religion: DrownedGodII, Current Religion: DrownedGod, Population: 1000, Control: 100, Own Province: False",73.24
"New Religion: DrownedGodII, Current Religion: DrownedGod, Population: 50000, Control: 85, Own Province: True",48.04
"New Religion: DrownedGodII, Current Religion: DrownedGod, Population: 50000, Control: 85, Own Province: False",48.57
"New Religion: DrownedGodII, Current Religion: DrownedGod, Population: 50000, Control: 90, Own Province: True",34.93
"New Religion: DrownedGodII, Current Religion: DrownedGod, Population: 50000, Control: 90, Own Province: False",62.1
"New Religion: DrownedGodII, Current Religion: DrownedGod, Population: 50000, Control: 95, Own Province: True",24.47
"New Religion: DrownedGodII, Current Religion: DrownedGod, Population: 50000, Control: 95, Own Province: False",73.47
"New Religion: DrownedGodII, Current Religion: DrownedGod, Population: 50000, Control: 100, Own Province: True",13.34
"New Religion: DrownedGodII, Current Religion: DrownedGod, Population: 50000, Control: 100, Own Province: False",74.29
"New Religion: DrownedGodII, Current Religion: DrownedGod, Population: 100000, Control: 85, Own Province: True",60.93
"New Religion: DrownedGodII, Current Religion: DrownedGod, Population: 100000, Control: 85, Own Province: False",61.4
"New Religion: DrownedGodII, Current Religion: DrownedGod, Population: 100000, Control: 90, Own Province: True",48.25
"New Religion: DrownedGodII, Current Religion: DrownedGod, Population: 100000, Control: 90, Own Province: False",73.47
"New Religion: DrownedGodII, Current Religion: DrownedGod, Population: 100000, Control: 95, Own Province: True",35.66
"New Religion: DrownedGodII, Current Religion: DrownedGod, Population: 100000, Control: 95, Own Province: False",73.77
"New Religion: DrownedGodII, Current Religion: DrownedGod, Population: 100000, Control: 100, Own Province: True",23.79
