Conversion Type,Duration
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 50000, Control: 90, Own Province: True",7.35
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 50000, Control: 90, Own Province: False",8.59
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 50000, Control: 95, Own Province: True",6.84
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 50000, Control: 95, Own Province: False",9.27
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 50000, Control: 100, Own Province: True",6.37
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 50000, Control: 100, Own Province: False",10.09
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 100000, Control: 85, Own Province: True",8.59
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 100000, Control: 85, Own Province: False",8.61
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 100000, Control: 90, Own Province: True",7.95
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 100000, Control: 90, Own Province: False",9.32
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 100000, Control: 95, Own Province: True",7.4
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 100000, Control: 95, Own Province: False",10.15
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 100000, Control: 100, Own Province: True",6.85
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 100000, Control: 100, Own Province: False",10.1
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 150000, Control: 85, Own Province: True",9.26
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 150000, Control: 85, Own Province: False",9.28
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 150000, Control: 90, Own Province: True",8.6
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 150000, Control: 90, Own Province: False",10.18
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 150000, Control: 95, Own Province: True",7.99
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 150000, Control: 95, Own Province: False",10.14
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 150000, Control: 100, Own Province: True",7.4
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 150000, Control: 100, Own Province: False",10.1
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 200000, Control: 85, Own Province: True",10.13
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 200000, Control: 85, Own Province: False",10.18
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 200000, Control: 90, Own Province: True",9.33
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 200000, Control: 90, Own Province: False",10.13
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 200000, Control: 95, Own Province: True",8.6
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 200000, Control: 95, Own Province: False",10.11
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 200000, Control: 100, Own Province: True",7.96
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 200000, Control: 100, Own Province: False",10.17
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 250000, Control: 85, Own Province: True",10.1
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 250000, Control: 85, Own Province: False",10.13
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 250000, Control: 90, Own Province: True",10.13
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 250000, Control: 90, Own Province: False",10.09
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 250000, Control: 95, Own Province: True",9.21
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 250000, Control: 95, Own Province: False",10.1
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 250000, Control: 100, Own Province: True",8.55
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 250000, Control: 100, Own Province: False",10.13
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 300000, Control: 85, Own Province: True",10.09
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 300000, Control: 85, Own Province: False",10.08
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 300000, Control: 90, Own Province: True",10.14
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 300000, Control: 90, Own Province: False",10.07
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 300000, Control: 95, Own Province: True",10.14
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 300000, Control: 95, Own Province: False",10.23
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 300000, Control: 100, Own Province: True",9.27
"New Religion: Mother Rhoyne, Current Religion: Skagosi Old Gods, Population: 300000, Control: 100, Own Province: False",10.17
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 1000, Control: 85, Own Province: True",7.95
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 1000, Control: 85, Own Province: False",7.98
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 1000, Control: 90, Own Province: True",7.38
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 1000, Control: 90, Own Province: False",8.56
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 1000, Control: 95, Own Province: True",6.86
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 1000, Control: 95, Own Province: False",9.31
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 1000, Control: 100, Own Province: True",6.31
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 1000, Control: 100, Own Province: False",10.1
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 50000, Control: 85, Own Province: True",8.56
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 50000, Control: 85, Own Province: False",8.57
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 50000, Control: 90, Own Province: True",7.92
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 50000, Control: 90, Own Province: False",9.3
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 50000, Control: 95, Own Province: True",7.38
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 50000, Control: 95, Own Province: False",10.16
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 50000, Control: 100, Own Province: True",6.82
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 50000, Control: 100, Own Province: False",10.13
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 100000, Control: 85, Own Province: True",9.26
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 100000, Control: 85, Own Province: False",9.29
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 100000, Control: 90, Own Province: True",8.57
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 100000, Control: 90, Own Province: False",10.15
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 100000, Control: 95, Own Province: True",7.97
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 100000, Control: 95, Own Province: False",10.16
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 100000, Control: 100, Own Province: True",7.39
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 100000, Control: 100, Own Province: False",10.14
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 150000, Control: 85, Own Province: True",10.1
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 150000, Control: 85, Own Province: False",10.07
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 150000, Control: 90, Own Province: True",9.33
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 150000, Control: 90, Own Province: False",10.11
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 150000, Control: 95, Own Province: True",8.58
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 150000, Control: 95, Own Province: False",10.06
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 150000, Control: 100, Own Province: True",7.99
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 150000, Control: 100, Own Province: False",10.13
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 200000, Control: 85, Own Province: True",10.12
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 200000, Control: 85, Own Province: False",10.11
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 200000, Control: 90, Own Province: True",10.2
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 200000, Control: 90, Own Province: False",10.09
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 200000, Control: 95, Own Province: True",9.22
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 200000, Control: 95, Own Province: False",10.15
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 200000, Control: 100, Own Province: True",8.57
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 200000, Control: 100, Own Province: False",10.11
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 250000, Control: 85, Own Province: True",10.18
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 250000, Control: 85, Own Province: False",10.11
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 250000, Control: 90, Own Province: True",10.14
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 250000, Control: 90, Own Province: False",10.19
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 250000, Control: 95, Own Province: True",10.21
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 250000, Control: 95, Own Province: False",10.18
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 250000, Control: 100, Own Province: True",9.31
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 250000, Control: 100, Own Province: False",10.13
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 300000, Control: 85, Own Province: True",10.12
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 300000, Control: 85, Own Province: False",10.09
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 300000, Control: 90, Own Province: True",10.13
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 300000, Control: 90, Own Province: False",10.16
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 300000, Control: 95, Own Province: True",10.13
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 300000, Control: 95, Own Province: False",10.12
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 300000, Control: 100, Own Province: True",10.12
"New Religion: Mother Rhoyne, Current Religion: DrownedGod, Population: 300000, Control: 100, Own Province: False",10.09
"New Religion: Mother Rhoyne, Current Religion: DrownedGodII, Population: 1000, Control: 85, Own Province: True",7.39
"New Religion: Mother Rhoyne, Current Religion: DrownedGodII, Population: 1000, Control: 85, Own Province: False",7.43
"New Religion: Mother Rhoyne, Current Religion: DrownedGodII, Population: 1000, Control: 90, Own Province: True",6.84
"New Religion: Mother Rhoyne, Current Religion: DrownedGodII, Population: 1000, Control: 90, Own Province: False",7.96
"New Religion: Mother Rhoyne, Current Religion: DrownedGodII, Population: 1000, Control: 95, Own Province: True",6.29
"New Religion: Mother Rhoyne, Current Religion: DrownedGodII, Population: 1000, Control: 95, Own Province: False",8.59
"New Religion: Mother Rhoyne, Current Religion: DrownedGodII, Population: 1000, Control: 100, Own Province: True",5.8
